0,10,0.011448123764477677
1,4,0.004579249505791071
3,10,0.011448123764477677
4,4,0.004579249505791071
5,8,0.009158499011582142
7,10,0.011448123764477677
8,4,0.004579249505791071
9,8,0.009158499011582142
10,14,0.01602737327026875
12,10,0.011448123764477677
13,4,0.004579249505791071
14,8,0.009158499011582142
15,14,0.01602737327026875
16,3,0.0034344371293433032
18,10,0.011448123764477677
19,4,0.004579249505791071
20,8,0.009158499011582142
21,14,0.01602737327026875
22,3,0.0034344371293433032
23,3,0.0034344371293433032
25,10,0.011448123764477677
26,4,0.004579249505791071
27,8,0.009158499011582142
28,14,0.01602737327026875
29,3,0.0034344371293433032
30,3,0.0034344371293433032
31,10,0.011448123764477677
33,10,0.011448123764477677
34,4,0.004579249505791071
35,8,0.009158499011582142
36,14,0.01602737327026875
37,3,0.0034344371293433032
38,3,0.0034344371293433032
39,10,0.011448123764477677
40,10,0.011448123764477677
42,10,0.011448123764477677
43,4,0.004579249505791071
44,8,0.009158499011582142
45,14,0.01602737327026875
46,3,0.0034344371293433032
47,3,0.0034344371293433032
48,10,0.011448123764477677
49,10,0.011448123764477677
52,10,0.011448123764477677
53,4,0.004579249505791071
54,8,0.009158499011582142
55,14,0.01602737327026875
56,3,0.0034344371293433032
57,3,0.0034344371293433032
58,10,0.011448123764477677
59,10,0.011448123764477677
61,4,0.004579249505791071
63,10,0.011448123764477677
64,4,0.004579249505791071
65,8,0.009158499011582142
66,14,0.01602737327026875
67,3,0.0034344371293433032
68,3,0.0034344371293433032
69,10,0.011448123764477677
70,10,0.011448123764477677
72,4,0.004579249505791071
73,3,0.0034344371293433032
75,10,0.011448123764477677
76,4,0.004579249505791071
77,8,0.009158499011582142
78,14,0.01602737327026875
79,3,0.0034344371293433032
80,3,0.0034344371293433032
81,10,0.011448123764477677
82,10,0.011448123764477677
84,4,0.004579249505791071
85,3,0.0034344371293433032
88,10,0.011448123764477677
89,4,0.004579249505791071
90,8,0.009158499011582142
91,14,0.01602737327026875
92,3,0.0034344371293433032
93,3,0.0034344371293433032
94,10,0.011448123764477677
95,10,0.011448123764477677
97,4,0.004579249505791071
98,3,0.0034344371293433032
100,1,0.0011448123764477677
102,10,0.011448123764477677
103,4,0.004579249505791071
104,8,0.009158499011582142
105,14,0.01602737327026875
106,3,0.0034344371293433032
107,3,0.0034344371293433032
108,10,0.011448123764477677
109,10,0.011448123764477677
111,4,0.004579249505791071
112,3,0.0034344371293433032
114,1,0.0011448123764477677
117,10,0.011448123764477677
118,4,0.004579249505791071
119,8,0.009158499011582142
120,14,0.01602737327026875
121,3,0.0034344371293433032
122,3,0.0034344371293433032
123,10,0.011448123764477677
124,10,0.011448123764477677
126,4,0.004579249505791071
127,3,0.0034344371293433032
129,1,0.0011448123764477677
131,8,0.009158499011582142
133,10,0.011448123764477677
134,4,0.004579249505791071
135,8,0.009158499011582142
136,14,0.01602737327026875
137,3,0.0034344371293433032
138,3,0.0034344371293433032
139,10,0.011448123764477677
140,10,0.011448123764477677
142,4,0.004579249505791071
143,3,0.0034344371293433032
145,1,0.0011448123764477677
147,8,0.009158499011582142
148,14,0.01602737327026875
150,10,0.011448123764477677
151,4,0.004579249505791071
152,8,0.009158499011582142
153,14,0.01602737327026875
154,3,0.0034344371293433032
155,3,0.0034344371293433032
156,10,0.011448123764477677
157,10,0.011448123764477677
159,4,0.004579249505791071
160,3,0.0034344371293433032
162,1,0.0011448123764477677
164,8,0.009158499011582142
165,14,0.01602737327026875
168,10,0.011448123764477677
169,4,0.004579249505791071
170,8,0.009158499011582142
171,14,0.01602737327026875
172,3,0.0034344371293433032
173,3,0.0034344371293433032
174,10,0.011448123764477677
175,10,0.011448123764477677
177,4,0.004579249505791071
178,3,0.0034344371293433032
180,1,0.0011448123764477677
182,8,0.009158499011582142
183,14,0.01602737327026875
185,6,0.0068688742586866065
187,10,0.011448123764477677
188,4,0.004579249505791071
189,8,0.009158499011582142
190,14,0.01602737327026875
191,3,0.0034344371293433032
192,3,0.0034344371293433032
193,10,0.011448123764477677
194,10,0.011448123764477677
196,4,0.004579249505791071
197,3,0.0034344371293433032
199,1,0.0011448123764477677
201,8,0.009158499011582142
202,14,0.01602737327026875
204,6,0.0068688742586866065
205,5,0.005724061882238838
206,15,0.017172185646716517
207,15,0.017172185646716517
208,6,0.0068688742586866065
209,15,0.017172185646716517
210,6,0.0068688742586866065
211,2,0.0022896247528955355
212,15,0.017172185646716517
213,6,0.0068688742586866065
214,2,0.0022896247528955355
215,5,0.005724061882238838
216,15,0.017172185646716517
217,6,0.0068688742586866065
218,2,0.0022896247528955355
219,5,0.005724061882238838
220,5,0.005724061882238838
221,15,0.017172185646716517
222,6,0.0068688742586866065
223,2,0.0022896247528955355
224,5,0.005724061882238838
225,5,0.005724061882238838
226,1,0.0011448123764477677
227,15,0.017172185646716517
228,6,0.0068688742586866065
229,2,0.0022896247528955355
230,5,0.005724061882238838
231,5,0.005724061882238838
232,1,0.0011448123764477677
233,3,0.0034344371293433032
234,15,0.017172185646716517
235,6,0.0068688742586866065
236,2,0.0022896247528955355
237,5,0.005724061882238838
238,5,0.005724061882238838
239,1,0.0011448123764477677
240,3,0.0034344371293433032
241,9,0.01030331138802991
242,15,0.017172185646716517
243,6,0.0068688742586866065
244,2,0.0022896247528955355
245,5,0.005724061882238838
246,5,0.005724061882238838
247,1,0.0011448123764477677
248,3,0.0034344371293433032
249,9,0.01030331138802991
250,10,0.011448123764477677
251,15,0.017172185646716517
252,6,0.0068688742586866065
253,2,0.0022896247528955355
254,5,0.005724061882238838
255,5,0.005724061882238838
256,1,0.0011448123764477677
257,3,0.0034344371293433032
258,9,0.01030331138802991
259,10,0.011448123764477677
260,8,0.009158499011582142
261,15,0.017172185646716517
262,6,0.0068688742586866065
263,2,0.0022896247528955355
264,5,0.005724061882238838
265,5,0.005724061882238838
266,1,0.0011448123764477677
267,3,0.0034344371293433032
268,9,0.01030331138802991
269,10,0.011448123764477677
270,8,0.009158499011582142
271,2,0.0022896247528955355
272,15,0.017172185646716517
273,6,0.0068688742586866065
274,2,0.0022896247528955355
275,5,0.005724061882238838
276,5,0.005724061882238838
277,1,0.0011448123764477677
278,3,0.0034344371293433032
